id,mark,model,year,mileage,body_type,color,engine_vol,fuel,gearbox,cleared,price
16237,Daewoo,Lanos (Sens),1999,320000,Sedan,Blue,1500,Petrol,Mechanical,1.0,2400
16238,Opel,Corsa,2007,165000,Hatchback,Gray,1400,Petrol,Mechanical,1.0,5600
16239,Mercedes-Benz,A серия,1998,0,Hatchback,Red,1397,Petrol,Mechanical,0.0,949
16240,Renault,dokker,2014,140,Passenger van (up to 1.5 tons),White,1498,Diesel,Mechanical,1.0,7000
16241,Volkswagen,Passat Sedan,2001,320000,Sedan,Red,20,Gas / petrol,Mechanical,0.0,1800
16242,VAZ,2101,1973,0,Sedan,Safari,1,Petrol,Mechanical,1.0,630
16243,Lexus,CT,2011,0,Hatchback,Brown,1798,Hybrid,Automatic,1.0,15500
16244,Volvo,XC90,2015,75000,SUV / Crossover,Gray,2000,Diesel,Automatic,1.0,47500
16245,Nissan,Juke,2013,115000,SUV / Crossover,Brown,16,Petrol,Mechanical,1.0,11500
16246,VAZ,2104,2006,0,Universal,Green,1500,Petrol,Mechanical,1.0,2500
16247,Opel,Omega,1999,260,Sedan,Green,1998,Gas / petrol,Mechanical,1.0,4750
16248,Suzuki,SX4,2011,70000,Hatchback,Blue,1600,Gas / petrol,Automatic,1.0,10500
16249,Ford,Mondeo,2001,208,Sedan,Gray,2000,Diesel,Mechanical,1.0,5700
16250,Opel,Vectra,2000,0,Universal,Silver,2,Diesel,Mechanical,0.0,1600
16251,UAZ,315195 Hunter,2007,37000,SUV / Crossover,Black,2700,Petrol,Mechanical,1.0,4900
16252,Hyundai,Sonata,2016,35000,Sedan,Gray,2400,Petrol,Automatic,1.0,9500
16253,UAZ,3303,1991,80,Passenger van (up to 1.5 tons),Green,2500,Petrol,Mechanical,1.0,2500
16254,Opel,Omega,2003,335,Universal,Black,2500,Diesel,Automatic,0.0,2200
16255,Volkswagen,Passat Variant,2001,200000,Universal,Silver,1600,Gas / petrol,Mechanical,1.0,5100
16256,Mercedes-Benz,A серия,2003,166000,Other,Silver,1700,Diesel,Automatic,1.0,6300
16257,VAZ,2103,1979,0,Sedan,Beige,1300,Petrol,Mechanical,1.0,850
16258,Renault,Scenic,2006,200,Sedan,Blue,15,Diesel,Mechanical,1.0,6500
16259,VAZ,1118 Kalina Седан,2007,150000,Sedan,Blue,1600,Gas / petrol,Mechanical,1.0,3000
16260,Opel,Astra,1999,190,Hatchback,Chameleon,16,Petrol,Mechanical,0.0,2000
16261,Volkswagen,Touran,2008,250000,Minivan,Blue,20,Diesel,Automatic,1.0,9700
16262,ZAZ,Таврия,2004,95000,Pickup,White,1200,Petrol,Mechanical,1.0,1111
16263,SsangYong,Rexton,2009,130,SUV / Crossover,Black,2700,Diesel,Mechanical,1.0,10000
16264,Audi,80,1991,200,Sedan,Green,16,Diesel,Mechanical,1.0,3400
16265,Opel,Astra,1992,1000,Sedan,Asphalt,2,Diesel,Mechanical,1.0,427
16266,,H2,2008,80000,SUV / Crossover,Black,62,Gas / petrol,Automatic,1.0,44000
16267,Moskvich/AZLK,412,1974,0,Sedan,Green,1500,Petrol,Mechanical,1.0,800
16268,ZAZ,Forza,2011,110,Sedan,White,1500,Petrol,Mechanical,1.0,4500
16269,Ford,Mondeo,2006,280000,Universal,Black,2000,Diesel,Mechanical,1.0,6000
16270,GAZ,3302 Газель,2011,125000,Other,White,2900,Gas / petrol,Mechanical,1.0,7500
16271,Skoda,Octavia,2007,143000,Sedan,Asphalt,2000,Petrol,Mechanical,1.0,8400
16272,ZAZ,Sens,2011,5250,Sedan,Silver,1300,Gas / petrol,Mechanical,1.0,3400
16273,Opel,Zafira,2001,0,Minivan,Gray,2,Diesel,Mechanical,0.0,900
16274,IZH,412,1989,83000,Hatchback,Red,1500,Petrol,Mechanical,1.0,346
16275,Ford,Transit,2011,178,Minivan,Gray,22,Diesel,Mechanical,1.0,10800
16276,ZAZ,Forza,2014,37000,Hatchback,Asphalt,1500,Petrol,Mechanical,1.0,5384
16277,Mazda,6,2004,0,Universal,Silver,2000,Diesel,Mechanical,1.0,5000
16278,Kia,Sportage,2018,1,SUV / Crossover,Red,1600,Petrol,Mechanical,1.0,19132
16279,Hyundai,i30,2012,156000,Universal,White,16,Diesel,Automatic,1.0,9800
16280,Nissan,X-Trail,2017,13000,SUV / Crossover,Gray,2500,Petrol,Automatic,1.0,19999
16281,VAZ,2109,1990,0,Sedan,White,1500,Petrol,Mechanical,1.0,1154
16282,Audi,A7,2017,6000,Sedan,White,3,Petrol,Tiptronic,1.0,62000
16283,Volkswagen,Passat Sedan,2009,216,Sedan,Black,2,Diesel,Tiptronic,1.0,9000
16284,Volkswagen,Tiguan,1998,0,Minivan,Black,18,Gas / petrol,Mechanical,1.0,5000
16285,VAZ,21111,2005,150000,Universal,Black,1600,Gas / petrol,Mechanical,1.0,3500
16286,Ford,Galaxy,1999,240000,Minivan,Gray,2800,Gas / petrol,Automatic,1.0,6200
16287,Mercedes-Benz,Vito,2006,210000,Minivan,White,2200,Diesel,Mechanical,1.0,0
16288,Peugeot,Boxer,1999,0,Other,White,25,Diesel,Mechanical,1.0,3000
16289,VAZ,2105,1982,0,Sedan,White,1600,Petrol,Mechanical,1.0,1500
16290,VAZ,2171 Priora Универсал,2011,155000,Universal,Green,1600,Gas / petrol,Mechanical,1.0,5050
16291,Chevrolet,Lacetti,2011,109000,Sedan,Blue,1600,Gas / petrol,Mechanical,1.0,5500
16292,Volkswagen,Golf,1995,0,Hatchback,Cherry,16,Gas / petrol,Mechanical,0.0,1000
16293,Ford,Mondeo,2005,302000,Universal,Silver,2000,Diesel,Mechanical,0.0,39316
16294,Renault,Laguna,2001,265000,Hatchback,Black,1600,Gas / petrol,Mechanical,1.0,5150
16295,BMW,5 серия,1997,256,Sedan,Black,25,Petrol,Mechanical,1.0,7999
16296,Volkswagen,Passat Sedan,2008,265000,Sedan,Black,20,Diesel,Mechanical,1.0,7800
16297,Opel,Omega,2002,230000,Sedan,Silver,2200,Gas / petrol,Mechanical,1.0,5350
16298,Mercedes-Benz,E серия,2000,0,Sedan,Beige,2200,Diesel,Automatic,1.0,0
16299,Hyundai,Sonata,1998,300,Sedan,White,1800,Petrol,Mechanical,1.0,1800
16300,BMW,3 серия,2002,0,Universal,Blue,1995,Petrol,Mechanical,1.0,6800
16301,Volkswagen,Passat Variant,2014,149,Universal,Silver,2000,Diesel,Automatic,1.0,13200
16302,IZH,412,1975,0,Sedan,White,1500,Petrol,Mechanical,1.0,576
16303,Citroen,C3,2007,162000,Hatchback,Blue,1100,Petrol,Mechanical,1.0,4600
16304,Ford,Sierra,1991,77777,Sedan,Gray,2000,Gas / petrol,Mechanical,1.0,1700
16305,Renault,Kangoo Passenger,2003,230000,Minivan,Yellow,1500,Diesel,Mechanical,1.0,5000
16306,ZAZ,Таврия,1990,33333,Coupe,Beige,13,Petrol,Mechanical,1.0,692
16307,Volkswagen,Transporter,2006,242000,Minivan,White,2500,Diesel,Mechanical,1.0,8100
16308,Mazda,6,2008,250,Hatchback,Black,2488,Petrol,Mechanical,1.0,10499
16309,VAZ,2106,2000,90000,Sedan,Silver,1600,Gas / petrol,Mechanical,1.0,1500
16310,VAZ,2101,1984,0,Sedan,Orange,1200,Petrol,Mechanical,1.0,2600
16311,Opel,Vectra,2006,190000,Sedan,Gray,2200,Gas / petrol,Tiptronic,1.0,7600
16312,Peugeot,Boxer,2004,198,Passenger van (up to 1.5 tons),Gray,2800,Diesel,Mechanical,1.0,5800
16313,Chevrolet,Aveo,2011,170000,Sedan,Black,1500,Gas / petrol,Mechanical,1.0,6400
16314,Ford,Sierra,1986,0,Hatchback,Blue,203,Diesel,Mechanical,1.0,1500
16315,Volkswagen,Passat Variant,2001,1,Universal,Silver,19,Diesel,Mechanical,0.0,2350
16316,Suzuki,Joy Pop,2007,180000,SUV / Crossover,Red,2000,Petrol,Mechanical,1.0,6700
16317,Renault,Kangoo Express,2012,160000,Passenger van (up to 1.5 tons),White,1500,Diesel,Mechanical,1.0,6400
16318,Honda,Accord,1993,9999999,Universal,Asphalt,2200,Petrol,Mechanical,0.0,700
16319,Toyota,Camry,2015,63000,Sedan,Gray,2500,Petrol,Automatic,1.0,16800
16320,Volkswagen,Beetle,2000,268,Hatchback,Silver,19,Diesel,Automatic,1.0,6500
16321,Nissan,Primera,2001,239000,Hatchback,Black,2,Diesel,Mechanical,1.0,4350
16322,Skoda,Octavia,2006,240000,Sedan,Black,1600,Petrol,Mechanical,1.0,5200
16323,Hyundai,Sonata,2017,0,Sedan,Silver,200,Hybrid,Automatic,1.0,15900
16324,Skoda,Octavia,2005,185000,Liftback,Silver,1600,Petrol,Mechanical,1.0,7850
16325,VAZ,2110,2007,235,Sedan,Green,1600,Petrol,Mechanical,1.0,3600
16326,Ford,Focus,1999,309000,Universal,Blue,1800,Diesel,Mechanical,0.0,384
16327,Mitsubishi,Lancer,2008,160000,Sedan,Black,1600,Gas / petrol,Mechanical,1.0,6500
16328,Citroen,Jumper,2003,300000,Minivan,White,2200,Diesel,Mechanical,1.0,2999
16329,Volkswagen,Passat Variant,1993,0,Universal,Blue,1800,Gas / petrol,Mechanical,1.0,3600
16330,GAZ,31029,1995,0,Sedan,Gray,1420,Gas / petrol,Mechanical,1.0,750
16331,Hyundai,Santa FE,2013,140000,SUV / Crossover,Silver,2200,Diesel,Mechanical,1.0,18700
16332,Kia,Picanto,2004,248,Hatchback,Black,1100,Petrol,Mechanical,1.0,4550
16333,Opel,Vectra,1997,280000,Universal,Silver,1800,Gas / petrol,Mechanical,0.0,800
16334,Opel,Vectra,1993,403251,Sedan,Black,1600,Gas / petrol,Mechanical,1.0,2200
16335,Skoda,Octavia,2013,86000,Sedan,White,18,Petrol,Automatic,1.0,12000
16336,Opel,Vivaro,2004,139000,Minivan,Yellow,1900,Diesel,Mechanical,1.0,8500
16337,Audi,A6,2001,290000,Universal,Black,2500,Diesel,Automatic,1.0,7000
16338,Volkswagen,Transporter,2002,368,Other,Blue,2500,Diesel,Mechanical,1.0,8667
16339,BMW,5 серия,1990,500000,Sedan,Blue,3500,Gas / petrol,Mechanical,1.0,2800
16340,Toyota,Corolla,1978,0,Sedan,Gray,1300,Petrol,Mechanical,1.0,7000
16341,Land Rover,Range Rover,1996,429,SUV / Crossover,Black,4600,Petrol,Automatic,1.0,6999
16342,Volkswagen,Passat Variant,2002,245,Universal,Olive,18,Gas / petrol,Mechanical,1.0,6500
16343,VAZ,2101,1974,63192,Sedan,Gray,1200,Gas / petrol,Mechanical,1.0,800
16344,Smart,Fortwo,2010,0,Coupe,Gray,1000,Gas / petrol,Automatic,1.0,8500
16345,Moskvich/AZLK,401,1956,100,Sedan,Gray,1200,Petrol,Mechanical,1.0,653
16346,Audi,A6,2003,280000,Universal,Gray,2500,Diesel,Mechanical,1.0,8200
16347,VAZ,2102,1980,100000,Universal,Blue,1300,Petrol,Mechanical,1.0,769
16348,Audi,A4,2012,120000,Universal,Gray,1999,Diesel,Mechanical,1.0,14000
16349,Opel,Kadett,1987,45000,Hatchback,Red,1400,Petrol,Mechanical,1.0,1538
16350,,Другая,1992,0,SUV / Crossover,Green,1500,Gas / petrol,Mechanical,1.0,2200
16351,Mitsubishi,Pajero,2005,306000,SUV / Crossover,Black,3200,Diesel,Automatic,1.0,11400
16352,Audi,A6,2000,0,Universal,Green,2500,Diesel,Mechanical,0.0,1850
16353,VAZ,2111,1980,0,Sedan,Beige,1500,Gas / petrol,Mechanical,1.0,1000
16354,Nissan,Sunny,1989,156000,Coupe,Black,1600,Petrol,Automatic,1.0,2000
16355,VAZ,2106,1982,0,Sedan,White,1300,Petrol,Mechanical,1.0,538
16356,Nissan,Rogue,2017,23000,SUV / Crossover,Silver,2500,Gas / petrol,Variator,1.0,22000
16357,BMW,3 серия,2002,290,Universal,Silver,2000,Diesel,Automatic,1.0,4899
16358,Ford,Mondeo,2011,117000,Hatchback,White,16,Diesel,Mechanical,1.0,11500
16359,Kia,niro,2017,12000,SUV / Crossover,Gray,1600,Hybrid,Automatic,1.0,20000
16360,Daewoo,Lanos (Sens),2000,0,Hatchback,Blue,1500,Petrol,Mechanical,0.0,1200
16361,ZAZ,1102,1997,160000,Hatchback,Cherry,1100,Petrol,Mechanical,1.0,800
16362,Opel,Vectra,1990,0,Hatchback,Black,2000,Gas / petrol,Mechanical,0.0,550
16363,Daewoo,Lanos (Sens),2004,120000,Sedan,Silver,13,Gas / petrol,Mechanical,1.0,2700
16364,Renault,Другая,2006,239170,Passenger van (up to 1.5 tons),White,1900,Diesel,Mechanical,1.0,9600
16365,Citroen,Nemo,2011,99000,Passenger van (up to 1.5 tons),White,1300,Diesel,Mechanical,1.0,7200
16366,GAZ,3110,2003,0,Sedan,Gray,23,Petrol,Mechanical,1.0,1100
16367,Mercedes-Benz,W124,1992,285000,Sedan,Black,2000,Gas / petrol,Mechanical,1.0,4700
16368,Volkswagen,Passat Variant,1999,55,Universal,Red,1600,Petrol,Mechanical,0.0,1500
16369,Audi,A6,2005,226000,Universal,Silver,3000,Diesel,Tiptronic,1.0,12000
16370,Moskvich/AZLK,402,1984,450000,Sedan,Green,1250,Petrol,Mechanical,1.0,0
16371,Ford,Focus,2001,220000,Universal,Blue,18,Diesel,Mechanical,1.0,4800
16372,Audi,A6,1998,3,Sedan,Gray,25,Diesel,Mechanical,0.0,2400
16373,Toyota,Avensis,2012,116000,Sedan,Silver,1800,Petrol,Variator,1.0,14000
16374,VAZ,2121,2005,85000,SUV / Crossover,Cherry,1700,Gas / petrol,Mechanical,1.0,4400
16375,Peugeot,307,2004,144,Hatchback,Blue,1596,Gas / petrol,Automatic,1.0,5850
16376,BMW,7 серия,2000,299000,Sedan,Blue,5400,Petrol,Automatic,1.0,7500
16377,Citroen,Berlingo,2006,253,Passenger van (up to 1.5 tons),White,1600,Diesel,Mechanical,1.0,4500
16378,Subaru,Impreza,2017,23000,Sedan,White,2000,Petrol,Automatic,1.0,15900
16379,Mercedes-Benz,S серия,2003,258000,Sedan,Black,4000,Diesel,Tiptronic,0.0,3500
16380,Daewoo,Lanos (Sens),2006,170000,Sedan,Blue,1500,Gas / petrol,Mechanical,1.0,2700
16381,Volkswagen,Golf,1990,300,Sedan,Gray,16,Diesel,Mechanical,1.0,899
16382,ZAZ,Nova,2009,100,Hatchback,Red,1200,Gas / petrol,Mechanical,1.0,1450
16383,Mazda,3,2011,92000,Hatchback,Red,2500,Petrol,Mechanical,1.0,9500
16384,Citroen,C4 Picasso,2006,22000,Minivan,Blue,2000,Diesel,Automatic,1.0,7700
16385,Peugeot,Expert,1998,398000,Minivan,Blue,19,Diesel,Mechanical,1.0,4400
16386,GAZ,3302 Газель,2007,200000,Passenger van (up to 1.5 tons),Blue,2500,Gas / petrol,Mechanical,1.0,2700
16387,VAZ,2101,1983,0,Sedan,White,1234,Petrol,Mechanical,1.0,692
16388,Mazda,CX-7,2007,152000,SUV / Crossover,Blue,2300,Gas / petrol,Tiptronic,1.0,10500
16389,Mercedes-Benz,Vito,2006,410,Other,Gray,2200,Diesel,Mechanical,1.0,8300
16390,Mercedes-Benz,S серия,1993,120000,Sedan,Blue,3200,Gas / petrol,Automatic,1.0,1500
16391,VAZ,2101,1980,93000,Sedan,Orange,1300,Hybrid,Mechanical,1.0,307
16392,Ford,Courier,2001,180000,Passenger van (up to 1.5 tons),Blue,1800,Diesel,Mechanical,1.0,2850
16393,Chevrolet,Malibu,2016,33000,Sedan,White,1500,Petrol,Automatic,1.0,15200
16394,Skoda,Octavia,2014,1,Universal,Red,1600,Diesel,Mechanical,1.0,11300
16395,Chevrolet,Captiva,2013,88000,SUV / Crossover,Asphalt,2,Diesel,Automatic,1.0,14900
16396,Opel,Omega,1999,360000,Sedan,Beige,2500,Petrol,Mechanical,1.0,39316
16397,Audi,Q7,2006,212,SUV / Crossover,Black,30,Diesel,Automatic,1.0,18350
16398,VAZ,2107,1988,0,Sedan,Cherry,1500,Petrol,Mechanical,1.0,400
16399,Audi,A4,2003,200000,Universal,Blue,1900,Diesel,Mechanical,0.0,4000
16400,VAZ,2109,1991,0,Universal,White,13,Petrol,Automatic,1.0,1400
16401,Ford,Fusion,2008,109,Hatchback,Asphalt,14,Petrol,Mechanical,1.0,6500
16402,Suzuki,Vitara,2017,70,SUV / Crossover,Gray,1600,Petrol,Mechanical,1.0,16500
16403,Volkswagen,Passat Variant,2012,220,Universal,Blue,2,Diesel,Automatic,1.0,14500
16404,VAZ,2121,2018,0,SUV / Crossover,Red,1698,Petrol,Mechanical,1.0,11038
16405,Daewoo,Nexia,1998,120000,Sedan,Red,1500,Gas / petrol,Mechanical,1.0,1600
16406,Renault,Logan,2018,0,Sedan,White,1498,Petrol,Mechanical,1.0,11650
16407,Ford,Mondeo,2002,300000,Hatchback,Gray,2000,Diesel,Mechanical,0.0,3000
16408,BMW,3 серия,2008,255,Sedan,Gray,1995,Diesel,Automatic,1.0,13800
16409,Kia,Sportage,2019,1,SUV / Crossover,Brown,1599,Petrol,Automatic,1.0,19078
16410,Chery,Elara,2007,220000,Sedan,Violet,1971,Gas / petrol,Mechanical,1.0,3400
16411,Ford,Fiesta,2008,154000,Hatchback,Violet,125,Gas / petrol,Mechanical,1.0,5000
16412,Subaru,Forester,2009,85300,SUV / Crossover,Asphalt,2500,Petrol,Automatic,0.0,7900
16413,Volkswagen,Bora,2002,285000,Sedan,Gray,2,Petrol,Automatic,1.0,4000
16414,Peugeot,206,2006,105000,Cabriolet,Black,1600,Petrol,Automatic,1.0,5000
16415,Chery,Tiggo,2018,0,Universal,Red,1971,Petrol,Mechanical,1.0,17265
16416,Moskvich/AZLK,412,1984,0,Sedan,White,1500,Petrol,Mechanical,1.0,500
16417,BMW,5 серия,1985,1390000,Sedan,Green,2500,Diesel,Mechanical,1.0,1324
16418,Kia,Rio (Pride),2018,1,Sedan,Silver,1591,Petrol,Automatic,1.0,14948
16419,VAZ,2106,1989,0,Sedan,Red,13,Petrol,Mechanical,1.0,1000
16420,Jeep,Cherokee,1996,350,SUV / Crossover,Black,25,Diesel,Mechanical,0.0,1799
16421,Hyundai,Santa FE,2008,177000,SUV / Crossover,Cherry,2,Gas / petrol,Mechanical,1.0,12500
16422,Chery,Tiggo,2018,0,SUV / Crossover,White,1600,Petrol,Mechanical,1.0,11961
16423,VAZ,2103,1980,0,Sedan,Green,1500,Petrol,Mechanical,1.0,650
16424,Mazda,323,1982,103000,Hatchback,White,1,Petrol,Mechanical,1.0,800
16425,Volkswagen,Caddy,2011,167,Passenger van (up to 1.5 tons),White,1600,Diesel,Mechanical,1.0,10000
16426,Volkswagen,Golf,2000,0,Hatchback,Green,1400,Gas / petrol,Mechanical,0.0,1000
16427,Toyota,Tercel,1982,0,Hatchback,Red,1300,Petrol,Mechanical,1.0,1000
16428,VAZ,2106,1988,175,Sedan,Yellow,13,Petrol,Mechanical,1.0,1300
16429,Opel,Combo,2011,225000,Pickup,Blue,1300,Diesel,Mechanical,1.0,4150
16430,VAZ,2101,1972,57000,Sedan,White,1200,Petrol,Mechanical,1.0,350
16431,VAZ,2121,1986,3000,Hatchback,Beige,1,Petrol,Mechanical,1.0,500
16432,Volkswagen,Passat Variant,1996,318000,Universal,Red,1600,Gas / petrol,Mechanical,1.0,4400
16433,Peugeot,206,1999,0,Hatchback,Blue,1,Petrol,Mechanical,1.0,3600
16434,Daewoo,Lanos (Sens),2007,166213,Sedan,Olive,15,Gas / petrol,Mechanical,1.0,2500
16435,Volkswagen,Golf,1986,0,Hatchback,Golden,1600,Diesel,Mechanical,1.0,1700
16436,Mercedes-Benz,Sprinter,1997,0,Other,White,2900,Diesel,Mechanical,1.0,17300
16437,Audi,A6,1999,415000,Universal,Gray,2500,Diesel,Mechanical,0.0,1000
16438,BMW,5 серия,2004,300000,Sedan,Silver,2200,Gas / petrol,Automatic,1.0,9500
16439,VAZ,2108,1995,0,Hatchback,Blue,15,Petrol,Mechanical,1.0,1300
16440,BMW,5 серия,1993,325000,Sedan,Green,2500,Diesel,Mechanical,1.0,3650
16441,VAZ,21099,1995,0,Sedan,Cherry,1500,Petrol,Mechanical,1.0,2300
16442,VAZ,2114,2010,150000,Hatchback,Green,1600,Petrol,Mechanical,1.0,3950
16443,Kia,Magentis,2008,220000,Sedan,Black,2000,Gas / petrol,Mechanical,1.0,7900
16444,Nissan,Qashqai,2008,155000,Hatchback,Black,2000,Petrol,Automatic,1.0,12000
16445,Mercedes-Benz,220,2008,290000,Sedan,Black,2200,Diesel,Automatic,1.0,11250
16446,Audi,A6,2004,285530,Universal,Silver,2500,Diesel,Tiptronic,0.0,9000
16447,Ford,Sierra,1985,8569885,Hatchback,White,1600,Gas / petrol,Mechanical,1.0,1500
16448,Ford,Scorpio,1996,350000,Sedan,Violet,2300,Gas / petrol,Mechanical,1.0,3500
16449,Daewoo,Lanos (Sens),2008,146000,Sedan,Silver,1500,Petrol,Mechanical,1.0,3900
16450,VAZ,2101,1972,12360,Sedan,Red,1300,Petrol,Mechanical,1.0,425
16451,VAZ,2115,2007,70000,Sedan,Gray,1600,Petrol,Mechanical,1.0,4300
16452,Geely,CK,2013,99000,Sedan,White,15,Gas / petrol,Mechanical,1.0,4100
16453,VAZ,2113,2008,216000,Coupe,Silver,1600,Petrol,Mechanical,1.0,3400
16454,Ford,Scorpio,1995,280000,Sedan,Violet,29,Gas / petrol,Automatic,1.0,2600
16455,,S2,2019,0,SUV / Crossover,Brown,1499,Petrol,Automatic,1.0,12688
16456,,S3,2019,0,SUV / Crossover,White,1600,Petrol,Mechanical,1.0,15765
16457,Audi,A6,2005,297,Universal,Gray,3,Diesel,Tiptronic,1.0,11000
16458,Audi,A4,2003,192000,Sedan,Black,1800,Petrol,Automatic,1.0,7750
16459,Opel,Vectra,2004,198000,Sedan,Green,22,Gas / petrol,Automatic,1.0,5950
16460,Audi,A6,2002,234000,Universal,Black,2500,Diesel,Mechanical,1.0,6400
16461,Mercedes-Benz,E серия,2001,300000,Universal,Gray,3200,Diesel,Automatic,0.0,2884
16462,GAZ,24-10 Волга,1984,0,Sedan,Black,2,Petrol,Mechanical,1.0,653
16463,Peugeot,206,2007,173,Sedan,Silver,1400,Petrol,Mechanical,1.0,4350
16464,Hyundai,i30,2012,175000,Hatchback,Beige,16,Diesel,Mechanical,1.0,8000
16465,Moskvich/AZLK,Другая,2000,0,Pickup,Blue,2000,Petrol,Mechanical,1.0,384
16466,Renault,Vel Satis,2012,171000,Passenger van (up to 1.5 tons),White,2000,Diesel,Mechanical,1.0,9300
16467,Fiat,Scudo,2001,290000,Minivan,White,2000,Diesel,Mechanical,1.0,4890
16468,Daewoo,Lanos (Sens),2006,0,Sedan,Gray,1300,Gas / petrol,Mechanical,1.0,3100
16469,Peugeot,Partner,2009,187000,Minivan,White,1,Gas / petrol,Mechanical,1.0,6000
16470,Ford,C-MAX,2005,137000,Universal,Asphalt,1997,Diesel,Mechanical,1.0,39316
16471,Nissan,Vanette,1994,0,Minivan,Blue,2300,Diesel,Mechanical,1.0,3200
16472,VAZ,2108,1990,50000,Liftback,Black,1500,Gas / petrol,Mechanical,1.0,2000
16473,VAZ,21213,2003,6000,SUV / Crossover,Red,1700,Petrol,Mechanical,1.0,2400
16474,Audi,A4,2005,176500,Sedan,Black,2000,Petrol,Tiptronic,1.0,9500
16475,Opel,Vectra,1997,300000,Sedan,Blue,1600,Gas / petrol,Mechanical,0.0,3800
16476,BMW,X5,2003,280000,SUV / Crossover,Black,3,Diesel,Automatic,1.0,11800
16477,Ford,Escort,1987,0,Hatchback,White,1800,Diesel,Mechanical,1.0,1450
16478,Mazda,3,2005,0,Sedan,Silver,2000,Gas / petrol,Mechanical,1.0,6600
16479,Peugeot,309,1986,316,Hatchback,Brown,1300,Gas / petrol,Mechanical,1.0,400
16480,Volkswagen,Caddy,2007,257,Minivan,White,1900,Diesel,Mechanical,1.0,7100
16481,Volkswagen,Passat Variant,1992,0,Universal,Green,2000,Petrol,Mechanical,0.0,1199
16482,Mercedes-Benz,190,1989,385000,Sedan,White,2000,Petrol,Mechanical,1.0,3200
16483,Mercedes-Benz,220,1997,300000,Sedan,Beige,2,Diesel,Mechanical,0.0,1700
16484,Volkswagen,Jetta,2011,160000,Sedan,Gray,2500,Petrol,Automatic,1.0,9500
16485,Other,,2003,0,SUV / Crossover,White,3500,Petrol,Automatic,1.0,12999
16486,VAZ,2109,1994,0,Hatchback,Red,1300,Petrol,Mechanical,1.0,1900
16487,Volkswagen,Golf,2012,235000,Universal,Silver,1600,Diesel,Mechanical,1.0,10800
16488,VAZ,21043,1994,14524,Universal,White,1300,Petrol,Mechanical,1.0,1230
16489,Seat,Cordoba,2007,137000,Sedan,Asphalt,20,Gas / petrol,Mechanical,1.0,5600
16490,VAZ,2107,1989,0,Sedan,White,1500,Petrol,Mechanical,1.0,1299
16491,Volkswagen,Jetta,2013,100000,Sedan,Blue,1800,Petrol,Adaptive,1.0,8000
16492,Volkswagen,Passat CC,1900,50000,Universal,Silver,2000,Petrol,Mechanical,1.0,3200
16493,Ford,Focus,2004,208000,Universal,Silver,1800,Petrol,Mechanical,1.0,5800
16494,Renault,Duster,2019,0,SUV / Crossover,Brown,1500,Petrol,Mechanical,1.0,15150
16495,Suzuki,Grand Vitara,2006,160,SUV / Crossover,Black,1998,Petrol,Automatic,1.0,9500
16496,Skoda,Fabia,2008,148000,Hatchback,Yellow,1200,Petrol,Mechanical,1.0,5300
16497,BMW,5 серия,1990,270000,Sedan,Black,25,Gas / petrol,Mechanical,1.0,4500
16498,ZAZ,1102,2003,13000,Universal,Cherry,12,Petrol,Mechanical,1.0,1500
16499,Moskvich/AZLK,412,1975,43245,Sedan,Beige,1500,Petrol,Mechanical,1.0,730
16500,Opel,Vectra,2002,300000,Sedan,Gray,2200,Diesel,Mechanical,1.0,6300
16501,Skoda,Octavia,2007,242000,Sedan,Gray,1900,Diesel,Mechanical,1.0,7750
16502,VAZ,2102,1977,0,Universal,Blue,1200,Petrol,Mechanical,1.0,769
16503,Moskvich/AZLK,2141,1990,0,Hatchback,Blue,1500,Petrol,Mechanical,1.0,288
16504,VAZ,2109,1990,258882,Hatchback,Cherry,1500,Gas / petrol,Mechanical,1.0,1800
16505,Toyota,Avensis,2004,290000,Sedan,Gray,18,Petrol,Mechanical,1.0,7000
16506,,2203,1986,0,Minivan,Green,25,Gas / petrol,Mechanical,1.0,39316
16507,ZAZ,1103 Slavuta,2010,5000,Universal,Olive,1300,Petrol,Mechanical,1.0,3500
16508,Mazda,Tribute,2003,173000,SUV / Crossover,Gray,2000,Gas / petrol,Mechanical,1.0,8000
16509,Mazda,323,1986,0,Sedan,Silver,15,Petrol,Mechanical,1.0,1700
16510,Hyundai,Santa FE,2011,170000,SUV / Crossover,Gray,2199,Diesel,Automatic,1.0,19000
16511,Renault,Laguna,2002,256,Hatchback,Asphalt,1900,Diesel,Mechanical,0.0,1150
16512,Renault,Trafic,2002,15000,Minivan,White,1900,Diesel,Mechanical,1.0,7300
16513,Fiat,Scudo,2003,150000,Passenger van (up to 1.5 tons),Red,1868,Diesel,Mechanical,1.0,5700
16514,UAZ,31512,1990,0,SUV / Crossover,Olive,24,Petrol,Mechanical,1.0,1800
16515,Opel,Zafira,2010,230000,Universal,Black,1700,Diesel,Mechanical,1.0,7850
16516,Fiat,500,2013,114,Hatchback,Brown,14,Petrol,Automatic,1.0,8700
16517,Audi,Q7,2016,32000,SUV / Crossover,Brown,3000,Diesel,Automatic,1.0,78000
16518,Renault,Trafic,2012,0,Other,White,2,Diesel,Mechanical,1.0,14000
16519,Citroen,C4,2008,154000,Coupe,Red,1600,Gas / petrol,Mechanical,1.0,5500
16520,Mercedes-Benz,Sprinter,2012,187000,Passenger van (up to 1.5 tons),White,22,Diesel,Tiptronic,1.0,22400
